state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,Illiteracy_rate_buddhist_female,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_female,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_female,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_female,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_female,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_female,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_female,Literacy_rate_buddhist_male,Literacy_rate_christian_female,Literacy_rate_christian_male,Literacy_rate_hindu_female,Literacy_rate_hindu_male,Literacy_rate_jain_female,Literacy_rate_jain_male,Literacy_rate_muslim_female,Literacy_rate_muslim_male,Literacy_rate_sikh_female,Literacy_rate_sikh_male,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female,CMPR_buddhist_female,CMPR_christian_female,CMPR_hindu_female,CMPR_jain_female,CMPR_muslim_female,CMPR_sikh_female,CMPR_buddhist_male,CMPR_christian_male,CMPR_hindu_male,CMPR_jain_male,CMPR_muslim_male,CMPR_sikh_male
Kerala,age_34_plus,32,29.572,22.8563,25.4654,11.811,41.8654,21.25,24.1888,8.7071,10.8543,5.6798,23.859,10.2357,10.5634,3.0244,35.7237,13.9256,21.9512,7.855,75.8112,91.2929,89.1457,94.3202,76.141,89.7643,89.4366,96.9756,64.2763,86.0744,78.0488,92.145,15.9533,17.0693,19.3267,16.0855,12.287,14.6875,21.0526,8.0088,9.1155,8.5034,18.8128,11.0803,9.009,1.8703,1.94,3.3333,1.4288,7.4074
Tamil Nadu,age_below10,33,94.2623,93.65,93.3978,92.4385,92.7655,91.6667,72.949,72.1116,72.5799,72.6589,72.4836,72.3232,72.4839,72.9984,73.1956,73.2999,72.2543,76.1394,27.051,27.8884,27.4201,27.3411,27.5164,27.6768,27.5161,27.0016,26.8044,26.7001,27.7457,23.8606,0.0,0.0,0.0,0.0,0.0,0.0,23.4742,14.6907,18.1373,22.438,19.9133,21.1685,12.4352,4.4314,4.7092,9.1653,4.8617,12.0739
Tamil Nadu,age_10_13,33,17.6471,17.7185,18.8805,16.0547,20.9844,19.0265,5.5556,3.0568,3.2125,2.6294,7.0934,4.5604,3.2056,3.1347,5.9145,4.6143,10.3175,7.3171,94.4444,96.9432,96.7875,97.3706,92.9066,95.4396,96.7944,96.8653,94.0855,95.3857,89.6825,92.6829,14.2157,14.7993,13.183,18.4305,13.2441,15.9292,23.4742,14.6907,18.1373,22.438,19.9133,21.1685,12.4352,4.4314,4.7092,9.1653,4.8617,12.0739
Tamil Nadu,age_14_17,33,1.7647,3.906,5.5766,2.5696,5.2835,4.0909,8.1081,2.9915,3.6538,2.639,10.0355,5.7067,2.5052,2.3755,7.0773,4.8496,7.173,6.5868,91.8919,97.0085,96.3462,97.361,89.9645,94.2933,97.4948,97.6245,92.9227,95.1504,92.827,93.4132,44.7059,38.8874,38.8183,36.1884,37.0235,36.8182,23.4742,14.6907,18.1373,22.438,19.9133,21.1685,12.4352,4.4314,4.7092,9.1653,4.8617,12.0739
Tamil Nadu,age_18_21,33,1.0753,4.3039,5.9305,2.3537,5.6179,2.1898,7.9208,0.0,5.3322,3.4745,15.0269,7.248,2.9373,1.7493,9.5643,5.3235,9.8684,6.4655,92.0792,100.0,94.6678,96.5255,84.9731,92.752,97.0627,98.2507,90.4357,94.6765,90.1316,93.5345,8.6022,17.168,21.4425,7.5319,23.8351,20.438,23.4742,14.6907,18.1373,22.438,19.9133,21.1685,12.4352,4.4314,4.7092,9.1653,4.8617,12.0739
Tamil Nadu,age_22_25,33,3.1008,4.3583,6.4082,1.5485,5.9949,4.9861,8.5106,4.5872,7.5659,4.3037,21.4319,8.8303,4.9011,2.7832,12.5222,5.9734,13.4293,4.8658,91.4894,95.4128,92.4341,95.6963,78.5681,91.1697,95.0989,97.2168,87.4778,94.0266,86.5707,95.1342,14.7287,15.6101,19.2596,6.557,21.7694,10.8033,23.4742,14.6907,18.1373,22.438,19.9133,21.1685,12.4352,4.4314,4.7092,9.1653,4.8617,12.0739
Tamil Nadu,age_26_29,33,2.8436,5.8244,9.1722,2.3033,8.2232,7.4713,14.5749,6.4394,12.3948,6.0806,32.3603,13.5612,5.5026,2.5959,17.4271,7.6806,17.7305,8.0992,85.4251,93.5606,87.6052,93.9194,67.6397,86.4388,94.4974,97.4041,82.5729,92.3194,82.2695,91.9008,12.7962,14.5957,17.1261,10.4555,20.1108,12.6437,23.4742,14.6907,18.1373,22.438,19.9133,21.1685,12.4352,4.4314,4.7092,9.1653,4.8617,12.0739
Tamil Nadu,age_30_33,33,5.4945,7.1044,10.8119,2.8195,9.8145,3.6667,14.554,9.9099,15.7592,8.0095,38.7578,17.3378,7.7988,2.0431,21.2458,9.027,17.8082,9.9609,85.446,90.0901,84.2408,91.9905,61.2422,82.6622,92.2012,97.9569,78.7542,90.973,82.1918,90.0391,19.7802,14.8039,16.4915,15.1394,18.8596,9.6667,23.4742,14.6907,18.1373,22.438,19.9133,21.1685,12.4352,4.4314,4.7092,9.1653,4.8617,12.0739
Tamil Nadu,age_34_plus,33,7.9268,10.3978,13.1984,8.2813,15.049,5.8693,34.5745,12.9274,31.8498,15.6572,60.1658,29.7899,20.0351,4.5742,43.1522,15.1299,35.3152,15.9357,65.4255,87.0726,68.1502,84.3428,39.8342,70.2101,79.9649,95.4258,56.8478,84.8701,64.6848,84.0643,17.6829,15.4545,16.1491,16.7824,15.108,13.6213,23.4742,14.6907,18.1373,22.438,19.9133,21.1685,12.4352,4.4314,4.7092,9.1653,4.8617,12.0739
State - PONDICHERRY  34,age_below10,34,100.0,96.5178,96.9146,100.0,96.1969,,40.0,80.0,74.708,74.9215,74.9513,74.4359,67.6471,73.3333,75.2811,75.2882,100.0,80.0,60.0,20.0,25.292,25.0785,25.0487,25.5641,32.3529,26.6667,24.7189,24.7118,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.7209,8.7991,0.0,8.4835,0.0,0.0,2.9998,2.0361,0.0,1.8589,0.0
State - PONDICHERRY  34,age_10_13,34,50.0,23.1209,22.258,27.5862,24.5832,0.0,0.0,,2.9342,2.5735,3.7631,3.2733,0.0,2.9412,4.2179,3.271,25.0,0.0,100.0,,97.0658,97.4265,96.2369,96.7267,100.0,97.0588,95.7821,96.729,75.0,100.0,0.0,9.518,9.4325,6.8966,9.5767,0.0,0.0,8.7209,8.7991,0.0,8.4835,0.0,0.0,2.9998,2.0361,0.0,1.8589,0.0
State - PONDICHERRY  34,age_14_17,34,0.0,2.7157,2.8177,0.0,2.8147,0.0,0.0,0.0,2.7573,1.8586,4.2208,3.0157,0.0,0.0,2.5152,1.9067,0.0,0.0,100.0,100.0,97.2427,98.1414,95.7792,96.9843,100.0,100.0,97.4848,98.0933,100.0,100.0,66.6667,45.4473,45.5881,28.5714,44.3706,50.0,0.0,8.7209,8.7991,0.0,8.4835,0.0,0.0,2.9998,2.0361,0.0,1.8589,0.0
State - PONDICHERRY  34,age_18_21,34,0.0,3.0199,3.1308,0.0,3.9099,,0.0,0.0,4.459,2.4096,7.6328,3.7313,0.0,0.0,4.6144,2.7778,,0.0,100.0,100.0,95.541,97.5904,92.3672,96.2687,100.0,100.0,95.3856,97.2222,,100.0,0.0,21.3452,25.3965,11.7647,27.3028,,0.0,8.7209,8.7991,0.0,8.4835,0.0,0.0,2.9998,2.0361,0.0,1.8589,0.0
State - PONDICHERRY  34,age_22_25,34,0.0,3.2844,3.9297,0.0,3.7935,0.0,0.0,0.0,6.833,3.4235,11.5723,4.9264,2.0,0.0,5.772,3.124,25.0,0.0,100.0,100.0,93.167,96.5765,88.4277,95.0736,98.0,100.0,94.228,96.876,75.0,100.0,20.0,19.1964,21.1364,6.1224,27.8296,33.3333,0.0,8.7209,8.7991,0.0,8.4835,0.0,0.0,2.9998,2.0361,0.0,1.8589,0.0
State - PONDICHERRY  34,age_26_29,34,0.0,5.0212,6.3391,0.0,6.9256,20.0,0.0,0.0,11.3584,4.2732,20.2764,7.7954,1.7544,0.0,9.2451,4.0705,0.0,0.0,100.0,100.0,88.6416,95.7268,79.7236,92.2046,98.2456,100.0,90.7549,95.9295,100.0,100.0,0.0,17.998,20.4688,5.3571,28.2155,20.0,0.0,8.7209,8.7991,0.0,8.4835,0.0,0.0,2.9998,2.0361,0.0,1.8589,0.0
State - PONDICHERRY  34,age_30_33,34,0.0,5.8261,8.007,0.0,9.0951,0.0,0.0,0.0,16.7648,6.7265,26.0953,10.4048,3.0303,2.2222,11.4321,5.6965,33.3333,0.0,100.0,100.0,83.2352,93.2735,73.9047,89.5952,96.9697,97.7778,88.5679,94.3035,66.6667,100.0,0.0,18.3937,20.6813,12.5,25.6316,50.0,0.0,8.7209,8.7991,0.0,8.4835,0.0,0.0,2.9998,2.0361,0.0,1.8589,0.0
State - PONDICHERRY  34,age_34_plus,34,0.0,7.5132,12.3672,5.036,21.3909,0.0,16.6667,6.6667,27.8579,11.5733,48.9848,19.8922,13.6646,1.2195,34.2165,8.3498,23.0769,4.7619,83.3333,93.3333,72.1421,88.4267,51.0152,80.1078,86.3354,98.7805,65.7835,91.6502,76.9231,95.2381,30.0,20.5415,21.0592,19.4245,16.0054,30.0,0.0,8.7209,8.7991,0.0,8.4835,0.0,0.0,2.9998,2.0361,0.0,1.8589,0.0
Andaman & Nicobar Islands,age_below10,35,100.0,96.6452,97.7328,100.0,96.9739,100.0,75.0,82.3529,77.4085,76.0665,72.5042,72.7413,50.0,66.6667,70.1437,70.3106,70.3704,71.5232,25.0,17.6471,22.5915,23.9335,27.4958,27.2587,50.0,33.3333,29.8563,29.6894,29.6296,28.4768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6587,9.8662,0.0,8.7027,8.1967,25.641,1.7809,3.3788,0.0,2.4029,6.8493
Andaman & Nicobar Islands,age_10_13,35,27.2727,39.2585,40.3737,0.0,30.7377,30.0,0.0,0.0,8.8413,7.7738,6.0036,4.0807,0.0,0.0,2.0867,2.617,3.8462,0.0,100.0,100.0,91.1587,92.2262,93.9964,95.9193,100.0,100.0,97.9133,97.383,96.1538,100.0,9.0909,5.859,5.9809,100.0,8.8525,6.0,0.0,6.6587,9.8662,0.0,8.7027,8.1967,25.641,1.7809,3.3788,0.0,2.4029,6.8493
Andaman & Nicobar Islands,age_14_17,35,0.0,6.8484,6.5986,0.0,2.3274,0.0,0.0,20.0,5.7349,4.9014,5.5237,3.2276,0.0,,1.1111,3.2695,0.0,0.0,100.0,80.0,94.2651,95.0986,94.4763,96.7724,100.0,,98.8889,96.7305,100.0,100.0,0.0,43.7168,42.801,50.0,50.1605,47.3684,0.0,6.6587,9.8662,0.0,8.7027,8.1967,25.641,1.7809,3.3788,0.0,2.4029,6.8493
Andaman & Nicobar Islands,age_18_21,35,20.0,5.3045,6.6986,,1.7036,0.0,16.6667,11.1111,9.2692,6.6841,8.2602,5.2864,,,2.9752,4.439,0.0,0.0,83.3333,88.8889,90.7308,93.3159,91.7398,94.7136,,,97.0248,95.561,100.0,100.0,0.0,40.6025,35.1892,,33.0494,37.5,0.0,6.6587,9.8662,0.0,8.7027,8.1967,25.641,1.7809,3.3788,0.0,2.4029,6.8493
Andaman & Nicobar Islands,age_22_25,35,11.1111,5.6947,7.7465,,3.4346,2.9851,10.0,1.6129,9.9114,6.3813,11.8438,6.5448,,0.0,4.5999,7.0402,2.8986,1.3699,90.0,98.3871,90.0886,93.6187,88.1562,93.4552,,100.0,95.4001,92.9598,97.1014,98.6301,22.2222,36.136,28.6136,,30.317,29.8507,0.0,6.6587,9.8662,0.0,8.7027,8.1967,25.641,1.7809,3.3788,0.0,2.4029,6.8493
Andaman & Nicobar Islands,age_26_29,35,0.0,6.6313,10.8989,0.0,4.1812,3.75,11.7647,6.7797,16.2687,8.2173,17.7541,9.2363,0.0,0.0,5.218,5.7377,5.8824,3.6145,88.2353,93.2203,83.7313,91.7827,82.2459,90.7637,100.0,100.0,94.782,94.2623,94.1176,96.3855,20.0,31.0013,22.1798,33.3333,22.8571,15.0,0.0,6.6587,9.8662,0.0,8.7027,8.1967,25.641,1.7809,3.3788,0.0,2.4029,6.8493
Andaman & Nicobar Islands,age_30_33,35,50.0,10.3517,14.055,,7.0686,0.0,0.0,5.2632,26.5284,13.3741,26.7046,11.3991,,0.0,9.1596,6.3301,8.3333,0.0,100.0,94.7368,73.4716,86.6259,73.2954,88.6009,,100.0,90.8404,93.6699,91.6667,100.0,25.0,22.9817,18.3879,,22.7651,10.9091,0.0,6.6587,9.8662,0.0,8.7027,8.1967,25.641,1.7809,3.3788,0.0,2.4029,6.8493
Andaman & Nicobar Islands,age_34_plus,35,18.5185,18.6345,23.6472,0.0,21.0081,12.6984,30.7692,5.8824,54.6609,31.4496,49.6079,22.2425,0.0,0.0,31.061,11.5555,17.4672,5.5046,69.2308,94.1176,45.3391,68.5504,50.3921,77.7575,100.0,100.0,68.939,88.4445,82.5328,94.4954,29.6296,19.043,15.6528,0.0,15.6214,20.1058,0.0,6.6587,9.8662,0.0,8.7027,8.1967,25.641,1.7809,3.3788,0.0,2.4029,6.8493
