source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban,Marital | status | 1,Total population | Persons | 2,Males | 3,Females | 4,Religious communities | Hindu | Persons | 5,Males | 6,Females | 7,Muslim | Persons | 8,Males | 9,Females | 10,Christian | Persons | 11,Males | 12,Females | 13,Sikh | Persons | 14,Males | 15,Females | 16,Buddhist | Persons | 17,Males | 18,Females | 19,Jain | Persons | 20,Males | 21,Females | 22,Other religions and persuasions | Persons | 23,Males | 24,Females | 25
C-03_Kerala,C1003,32,000,State - KERALA,Urban,Total,15934926,7619358,8315568,8873644,4264861,4608783,4621685,2172233,2449452,2385605,1155345,1230260,2185,1279,906,1528,830,698,2410,1186,1224,4041,2195,1846
C-03_Kerala,C1003,32,000,State - KERALA,Urban,Never married,6530793,3660350,2870443,3416214,1924365,1491849,2144362,1203280,941082,942913,516981,425932,978,618,360,802,483,319,906,491,415,1911,1124,787
C-03_Kerala,C1003,32,000,State - KERALA,Urban,Married,8222591,3840224,4382367,4721026,2264575,2456451,2201910,949871,1252039,1276347,615138,661209,1101,647,454,639,337,302,1344,669,675,1947,1010,937
C-03_Kerala,C1003,32,000,State - KERALA,Urban,Widowed,1063234,94978,968256,668008,60347,607661,237158,14417,222741,155023,19776,135247,94,10,84,79,8,71,147,20,127,140,30,110
C-03_Kerala,C1003,32,000,State - KERALA,Urban,Separated,90537,18838,71699,54787,12566,42221,26270,3394,22876,9207,2778,6429,8,2,6,5,1,4,9,4,5,36,27,9
C-03_Kerala,C1003,32,000,State - KERALA,Urban,Divorced,27771,4968,22803,13609,3008,10601,11985,1271,10714,2115,672,1443,4,2,2,3,1,2,4,2,2,7,4,3
C-03_Kerala,C1003,32,000,State - KERALA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Total,Total,64473,33123,31350,1788,1603,185,62268,31166,31102,317,286,31,8,6,2,10,9,1,11,6,5,7,6,1
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Total,Never married,30195,16966,13229,594,536,58,29460,16317,13143,87,78,9,4,3,1,2,1,1,10,6,4,3,3,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Total,Married,30773,15616,15157,1190,1066,124,29310,14309,15001,228,208,20,4,3,1,8,8,0,1,0,1,4,3,1
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Total,Widowed,2837,389,2448,3,0,3,2832,389,2443,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Total,Separated,298,78,220,1,1,0,296,77,219,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Total,Divorced,370,74,296,0,0,0,370,74,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Rural,Total,14141,7243,6898,324,308,16,13766,6893,6873,27,27,0,0,0,0,0,0,0,4,2,2,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Rural,Never married,6710,3663,3047,116,110,6,6570,3533,3037,13,13,0,0,0,0,0,0,0,4,2,2,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Rural,Married,6691,3432,3259,208,198,10,6456,3212,3244,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Rural,Widowed,598,107,491,0,0,0,598,107,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Rural,Separated,64,24,40,0,0,0,64,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Rural,Divorced,78,17,61,0,0,0,78,17,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Urban,Total,50332,25880,24452,1464,1295,169,48502,24273,24229,290,259,31,8,6,2,10,9,1,7,4,3,7,6,1
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Urban,Never married,23485,13303,10182,478,426,52,22890,12784,10106,74,65,9,4,3,1,2,1,1,6,4,2,3,3,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Urban,Married,24082,12184,11898,982,868,114,22854,11097,11757,214,194,20,4,3,1,8,8,0,1,0,1,4,3,1
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Urban,Widowed,2239,282,1957,3,0,3,2234,282,1952,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Urban,Separated,234,54,180,1,1,0,232,53,179,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Urban,Divorced,292,57,235,0,0,0,292,57,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Lakshadweep,C1003,31,000,State - LAKSHADWEEP,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Total,Total,72626809,37612306,35014503,66007121,34225297,31781824,4774695,2454832,2319863,213282,105297,107985,151412,80341,71071,216052,109813,106239,567028,291937,275091,599594,296614,302980
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Total,Never married,35054386,19636756,15417630,31722831,17800478,13922353,2478797,1369027,1109770,103761,53849,49912,65761,38379,27382,101343,57177,44166,238132,134682,103450,281129,147866,133263
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Total,Married,34292915,17031815,17261100,31292114,15549507,15742607,2108347,1043920,1064427,98817,48847,49970,78078,39818,38260,100419,49641,50778,301974,150241,151733,282053,138192,143861
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Total,Widowed,2987056,826447,2160609,2732939,768330,1964609,165145,35722,129423,9585,2202,7383,7020,1898,5122,12666,2506,10160,25306,6341,18965,30899,8388,22511
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Total,Separated,222289,91397,130892,201325,84316,117009,12555,3796,8759,778,287,491,369,169,200,1159,355,804,1043,432,611,4770,1908,2862
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Total,Divorced,70163,25891,44272,57912,22666,35246,9851,2367,7484,341,112,229,184,77,107,465,134,331,573,241,332,743,260,483
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Rural,Total,52557404,27149388,25408016,49827046,25757448,24069598,1683683,866891,816792,89125,44309,44816,55152,29484,25668,132419,67210,65209,109699,57431,52268,592365,292942,299423
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Rural,Never married,25477782,14178326,11299456,24094460,13421560,10672900,878765,483755,395010,46213,24021,22192,25634,14949,10685,61627,34832,26795,48995,28236,20759,277655,145925,131730
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Rural,Married,24703112,12246217,12456895,23478133,11642933,11835200,743053,368141,374912,39069,19286,19783,27085,13724,13361,61187,30250,30937,55220,27662,27558,278744,136564,142180
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Rural,Widowed,2167044,635564,1531480,2060487,609017,1451470,54174,12668,41506,3405,841,2564,2295,738,1557,8506,1800,6706,5081,1346,3735,30523,8315,22208
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Rural,Separated,164850,71526,93324,153665,67419,86246,4715,1550,3165,342,131,211,114,62,52,792,244,548,284,130,154,4717,1885,2832
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Rural,Divorced,44616,17755,26861,40301,16519,23782,2976,777,2199,96,30,66,24,11,13,307,84,223,119,57,62,726,253,473
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Urban,Total,20069405,10462918,9606487,16180075,8467849,7712226,3091012,1587941,1503071,124157,60988,63169,96260,50857,45403,83633,42603,41030,457329,234506,222823,7229,3672,3557
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Urban,Never married,9576604,5458430,4118174,7628371,4378918,3249453,1600032,885272,714760,57548,29828,27720,40127,23430,16697,39716,22345,17371,189137,106446,82691,3474,1941,1533
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Urban,Married,9589803,4785598,4804205,7813981,3906574,3907407,1365294,675779,689515,59748,29561,30187,50993,26094,24899,39232,19391,19841,246754,122579,124175,3309,1628,1681
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Urban,Widowed,820012,190883,629129,672452,159313,513139,110971,23054,87917,6180,1361,4819,4725,1160,3565,4160,706,3454,20225,4995,15230,376,73,303
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Urban,Separated,57439,19871,37568,47660,16897,30763,7840,2246,5594,436,156,280,255,107,148,367,111,256,759,302,457,53,23,30
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Urban,Divorced,25547,8136,17411,17611,6147,11464,6875,1590,5285,245,82,163,160,66,94,158,50,108,454,184,270,17,7,10
C-03_Madhya_Pradesh,C1003,23,000,State - MADHYA PRADESH,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Total,Total,112374333,58243056,54131277,89703057,46535862,43167195,12971152,6789127,6182025,1080073,531916,548157,223247,118058,105189,6531200,3314906,3216294,1400349,713157,687192,178965,89823,89142
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Total,Never married,48854680,28257463,20597217,38214792,22233424,15981368,6444207,3644726,2799481,452244,243730,208514,93360,54597,38763,2919000,1661666,1257334,511033,291508,219525,75350,41708,33642
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Total,Married,57376896,28809352,28567544,46504006,23345270,23158736,5978613,3042159,2936454,555146,274222,280924,118076,60528,57548,3191324,1577200,1614124,812180,403854,408326,90419,44963,45456
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Total,Widowed,5514199,993435,4520764,4496849,815200,3681649,473460,82247,391213,65894,11627,54267,10505,2379,8126,371100,61410,309690,71375,15403,55972,11877,2641,9236
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Total,Separated,418776,127298,291478,332761,100389,232372,42104,13087,29017,4244,1487,2757,779,345,434,34403,10305,24098,2893,1109,1784,741,287,454
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Total,Divorced,209782,55508,154274,154649,41579,113070,32768,6908,25860,2545,850,1695,527,209,318,15373,4325,11048,2868,1283,1585,578,224,354
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Rural,Total,61556074,31539034,30017040,53986028,27674324,26311704,3496807,1785117,1711690,114972,58022,56950,26450,13987,12463,3412078,1737963,1674115,269959,140476,129483,93647,47080,46567
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Rural,Never married,26554179,15349679,11204500,23079926,13373278,9706648,1691253,948469,742784,49423,27294,22129,11901,6974,4927,1501162,863417,637745,100709,61459,39250,42908,23602,19306
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Rural,Married,31370116,15504482,15865634,27713637,13697675,14015962,1638965,808219,830746,57794,29199,28595,13130,6679,6451,1680936,830281,850655,150551,75242,75309,44793,22102,22691
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Rural,Widowed,3264654,588228,2676426,2879208,520799,2358409,144430,23835,120595,7030,1294,5736,1201,240,961,202165,36105,166060,17120,3216,13904,5410,1189,4221
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Rural,Separated,255237,69921,185316,219925,60247,159678,13478,3062,10416,510,171,339,164,72,92,19283,5758,13525,978,317,661,363,123,240
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Rural,Divorced,111888,26724,85164,93332,22325,71007,8681,1532,7149,215,64,151,54,22,32,8532,2402,6130,601,242,359,173,64,109
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Urban,Total,50818259,26704022,24114237,35717029,18861538,16855491,9474345,5004010,4470335,965101,473894,491207,196797,104071,92726,3119122,1576943,1542179,1130390,572681,557709,85318,42743,42575
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Urban,Never married,22300501,12907784,9392717,15134866,8860146,6274720,4752954,2696257,2056697,402821,216436,186385,81459,47623,33836,1417838,798249,619589,410324,230049,180275,32442,18106,14336
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Urban,Married,26006780,13304870,12701910,18790369,9647595,9142774,4339648,2233940,2105708,497352,245023,252329,104946,53849,51097,1510388,746919,763469,661629,328612,333017,45626,22861,22765
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Urban,Widowed,2249545,405207,1844338,1617641,294401,1323240,329030,58412,270618,58864,10333,48531,9304,2139,7165,168935,25305,143630,54255,12187,42068,6467,1452,5015
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Urban,Separated,163539,57377,106162,112836,40142,72694,28626,10025,18601,3734,1316,2418,615,273,342,15120,4547,10573,1915,792,1123,378,164,214
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Urban,Divorced,97894,28784,69110,61317,19254,42063,24087,5376,18711,2330,786,1544,473,187,286,6841,1923,4918,2267,1041,1226,405,160,245
C-03_Maharashtra,C1003,27,000,State - MAHARASHTRA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Manipur,C1003,14,000,State - MANIPUR,Total,Total,2855794,1438586,1417208,1181876,596220,585656,239836,120404,119432,1179043,595478,583565,1527,964,563,7084,3654,3430,1692,862,830,233767,115715,118052
C-03_Manipur,C1003,14,000,State - MANIPUR,Total,Never married,1547572,817403,730169,573193,302786,270407,141816,74934,66882,702955,371359,331596,603,350,253,4145,2240,1905,767,416,351,116783,61207,55576
C-03_Manipur,C1003,14,000,State - MANIPUR,Total,Married,1194813,595143,599670,551241,279565,271676,88726,43871,44855,440472,216123,224349,859,577,282,2676,1341,1335,865,436,429,106536,52087,54449
C-03_Manipur,C1003,14,000,State - MANIPUR,Total,Widowed,97460,19470,77990,49832,10409,39423,7843,1288,6555,30070,5684,24386,35,13,22,225,57,168,54,7,47,9217,1989,7228
C-03_Manipur,C1003,14,000,State - MANIPUR,Total,Separated,9703,4807,4896,5151,2746,2405,567,189,378,3240,1557,1683,28,24,4,26,13,13,3,3,0,669,265,404
C-03_Manipur,C1003,14,000,State - MANIPUR,Total,Divorced,6246,1763,4483,2459,714,1745,884,122,762,2306,755,1551,2,0,2,12,3,9,3,0,3,562,167,395
C-03_Manipur,C1003,14,000,State - MANIPUR,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Manipur,C1003,14,000,State - MANIPUR,Rural,Total,2021640,1026884,994756,644751,331011,313740,156420,78777,77643,1067403,540712,526691,735,513,222,4587,2407,2180,368,197,171,139866,69540,70326
C-03_Manipur,C1003,14,000,State - MANIPUR,Rural,Never married,1126032,598268,527764,315594,169001,146593,92841,49116,43725,638595,338319,300276,290,175,115,2810,1526,1284,247,141,106,70404,36989,33415
C-03_Manipur,C1003,14,000,State - MANIPUR,Rural,Married,823898,411031,412867,300321,154087,146234,57764,28632,29132,397828,195275,202553,406,311,95,1625,829,796,106,54,52,63701,31137,32564
C-03_Manipur,C1003,14,000,State - MANIPUR,Rural,Widowed,61085,12881,48204,24688,5743,18945,4931,840,4091,26148,5069,21079,15,6,9,127,40,87,12,2,10,5075,1170,3905
C-03_Manipur,C1003,14,000,State - MANIPUR,Rural,Separated,6536,3520,3016,2958,1832,1126,338,118,220,2815,1380,1435,24,21,3,16,9,7,0,0,0,371,151,220
C-03_Manipur,C1003,14,000,State - MANIPUR,Rural,Divorced,4089,1184,2905,1190,348,842,546,71,475,2017,669,1348,0,0,0,9,3,6,3,0,3,315,93,222
C-03_Manipur,C1003,14,000,State - MANIPUR,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Manipur,C1003,14,000,State - MANIPUR,Urban,Total,834154,411702,422452,537125,265209,271916,83416,41627,41789,111640,54766,56874,792,451,341,2497,1247,1250,1324,665,659,93901,46175,47726
C-03_Manipur,C1003,14,000,State - MANIPUR,Urban,Never married,421540,219135,202405,257599,133785,123814,48975,25818,23157,64360,33040,31320,313,175,138,1335,714,621,520,275,245,46379,24218,22161
C-03_Manipur,C1003,14,000,State - MANIPUR,Urban,Married,370915,184112,186803,250920,125478,125442,30962,15239,15723,42644,20848,21796,453,266,187,1051,512,539,759,382,377,42835,20950,21885
C-03_Manipur,C1003,14,000,State - MANIPUR,Urban,Widowed,36375,6589,29786,25144,4666,20478,2912,448,2464,3922,615,3307,20,7,13,98,17,81,42,5,37,4142,819,3323
C-03_Manipur,C1003,14,000,State - MANIPUR,Urban,Separated,3167,1287,1880,2193,914,1279,229,71,158,425,177,248,4,3,1,10,4,6,3,3,0,298,114,184
C-03_Manipur,C1003,14,000,State - MANIPUR,Urban,Divorced,2157,579,1578,1269,366,903,338,51,287,289,86,203,2,0,2,3,0,3,0,0,0,247,74,173
C-03_Manipur,C1003,14,000,State - MANIPUR,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Total,Total,2966889,1491832,1475057,342078,183622,158456,130399,67827,62572,2213027,1100492,1112535,3045,1640,1405,9864,5144,4720,627,342,285,258271,127983,130288
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Total,Never married,1749728,932373,817355,170370,96858,73512,71187,39877,31310,1335100,703880,631220,1475,819,656,6657,3588,3069,306,168,138,158113,83695,74418
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Total,Married,1069842,530185,539657,153834,83275,70559,54103,27481,26622,773408,376249,397159,1399,797,602,2782,1462,1320,297,166,131,81320,39567,41753
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Total,Widowed,101448,16623,84825,15989,2657,13332,4082,286,3796,70516,11802,58714,158,21,137,353,68,285,16,3,13,10101,1735,8366
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Total,Separated,36582,10379,26203,1469,681,788,778,147,631,27502,7128,20374,10,3,7,48,19,29,6,5,1,6672,2352,4320
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Total,Divorced,9289,2272,7017,416,151,265,249,36,213,6501,1433,5068,3,0,3,24,7,17,2,0,2,2065,634,1431
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Rural,Total,2371439,1194260,1177179,190258,100081,90177,115041,58804,56237,1817419,911129,906290,613,376,237,6547,3397,3150,273,157,116,232659,116026,116633
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Rural,Never married,1409921,753342,656579,98051,54823,43228,63285,35048,28237,1094666,581625,513041,284,164,120,4817,2564,2253,160,89,71,142734,75875,66859
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Rural,Married,848178,416624,431554,81572,43051,38521,47141,23395,23746,641645,312321,329324,312,209,103,1514,784,730,99,62,37,73494,35760,37734
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Rural,Widowed,76637,13826,62811,9631,1791,7840,3692,234,3458,54344,10074,44270,12,3,9,169,34,135,7,1,6,8583,1641,6942
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Rural,Separated,28714,8471,20243,733,323,410,692,103,589,21259,5855,15404,4,0,4,33,11,22,6,5,1,5907,2136,3771
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Rural,Divorced,7989,1997,5992,271,93,178,231,24,207,5505,1254,4251,1,0,1,14,4,10,1,0,1,1941,614,1327
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Urban,Total,595450,297572,297878,151820,83541,68279,15358,9023,6335,395608,189363,206245,2432,1264,1168,3317,1747,1570,354,185,169,25612,11957,13655
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Urban,Never married,339807,179031,160776,72319,42035,30284,7902,4829,3073,240434,122255,118179,1191,655,536,1840,1024,816,146,79,67,15379,7820,7559
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Urban,Married,221664,113561,108103,72262,40224,32038,6962,4086,2876,131763,63928,67835,1087,588,499,1268,678,590,198,104,94,7826,3807,4019
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Urban,Widowed,24811,2797,22014,6358,866,5492,390,52,338,16172,1728,14444,146,18,128,184,34,150,9,2,7,1518,94,1424
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Urban,Separated,7868,1908,5960,736,358,378,86,44,42,6243,1273,4970,6,3,3,15,8,7,0,0,0,765,216,549
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Urban,Divorced,1300,275,1025,145,58,87,18,12,6,996,179,817,2,0,2,10,3,7,1,0,1,124,20,104
C-03_Meghalaya,C1003,17,000,State - MEGHALAYA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Mizoram,C1003,15,000,State - MIZORAM,Total,Total,1097206,555339,541867,30136,20013,10123,14832,9550,5282,956331,476464,479867,286,216,70,93411,47970,45441,376,208,168,808,402,406
C-03_Mizoram,C1003,15,000,State - MIZORAM,Total,Never married,599506,318194,281312,13271,8164,5107,8341,5536,2805,524268,275708,248560,88,50,38,52169,27997,24172,258,150,108,425,221,204
C-03_Mizoram,C1003,15,000,State - MIZORAM,Total,Married,431768,217637,214131,15995,11467,4528,6022,3786,2236,370313,182845,187468,192,161,31,38526,19033,19493,105,52,53,317,158,159
C-03_Mizoram,C1003,15,000,State - MIZORAM,Total,Widowed,36719,8150,28569,492,127,365,212,56,156,33667,7217,26450,3,3,0,2285,731,1554,6,2,4,32,8,24
C-03_Mizoram,C1003,15,000,State - MIZORAM,Total,Separated,11613,4826,6787,229,169,60,163,129,34,11002,4419,6583,3,2,1,197,97,100,2,0,2,11,7,4
C-03_Mizoram,C1003,15,000,State - MIZORAM,Total,Divorced,17600,6532,11068,149,86,63,94,43,51,17081,6275,10806,0,0,0,234,112,122,5,4,1,23,8,15
C-03_Mizoram,C1003,15,000,State - MIZORAM,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Mizoram,C1003,15,000,State - MIZORAM,Rural,Total,525435,269135,256300,7194,4799,2395,6549,3615,2934,419398,213209,206189,88,62,26,91112,46881,44231,260,140,120,434,222,212
C-03_Mizoram,C1003,15,000,State - MIZORAM,Rural,Never married,289853,156210,133643,3445,2085,1360,3786,2165,1621,231199,124267,106932,35,19,16,50709,27307,23402,174,102,72,234,119,115
C-03_Mizoram,C1003,15,000,State - MIZORAM,Rural,Married,207899,103941,103958,3504,2583,921,2573,1376,1197,163654,81108,82546,51,42,9,37751,18654,19097,82,36,46,166,85,81
C-03_Mizoram,C1003,15,000,State - MIZORAM,Rural,Widowed,16384,4274,12110,118,37,81,99,30,69,13885,3468,10417,1,1,0,2254,727,1527,2,1,1,16,8,8
C-03_Mizoram,C1003,15,000,State - MIZORAM,Rural,Separated,5035,2165,2870,67,55,12,48,29,19,4729,1988,2741,1,0,1,183,88,95,1,0,1,5,4,1
C-03_Mizoram,C1003,15,000,State - MIZORAM,Rural,Divorced,6264,2545,3719,60,39,21,43,15,28,5931,2378,3553,0,0,0,215,105,110,1,1,0,13,6,7
C-03_Mizoram,C1003,15,000,State - MIZORAM,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Mizoram,C1003,15,000,State - MIZORAM,Urban,Total,571771,286204,285567,22942,15214,7728,8283,5935,2348,536933,263255,273678,198,154,44,2299,1089,1210,116,68,48,374,180,194
C-03_Mizoram,C1003,15,000,State - MIZORAM,Urban,Never married,309653,161984,147669,9826,6079,3747,4555,3371,1184,293069,151441,141628,53,31,22,1460,690,770,84,48,36,191,102,89
C-03_Mizoram,C1003,15,000,State - MIZORAM,Urban,Married,223869,113696,110173,12491,8884,3607,3449,2410,1039,206659,101737,104922,141,119,22,775,379,396,23,16,7,151,73,78
C-03_Mizoram,C1003,15,000,State - MIZORAM,Urban,Widowed,20335,3876,16459,374,90,284,113,26,87,19782,3749,16033,2,2,0,31,4,27,4,1,3,16,0,16
C-03_Mizoram,C1003,15,000,State - MIZORAM,Urban,Separated,6578,2661,3917,162,114,48,115,100,15,6273,2431,3842,2,2,0,14,9,5,1,0,1,6,3,3
C-03_Mizoram,C1003,15,000,State - MIZORAM,Urban,Divorced,11336,3987,7349,89,47,42,51,28,23,11150,3897,7253,0,0,0,19,7,12,4,3,1,10,2,8
C-03_Mizoram,C1003,15,000,State - MIZORAM,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_NCT_of_Delhi,C1003,07,000,State - NCT OF DELHI,Total,Total,16787941,8987326,7800615,13712100,7353594,6358506,2158684,1163934,994750,146093,71438,74655,570581,294403,276178,18449,9606,8843,166231,85605,80626,2197,1148,1049
C-03_NCT_of_Delhi,C1003,07,000,State - NCT OF DELHI,Total,Never married,7974823,4622649,3352174,6377849,3715994,2661855,1213263,690073,523190,67501,34637,32864,231997,134098,97899,9054,5016,4038,66749,37841,28908,986,549,437
C-03_NCT_of_Delhi,C1003,07,000,State - NCT OF DELHI,Total,Married,8161917,4200228,3961689,6793008,3499652,3293356,887054,460288,426766,72170,35559,36611,302394,150970,151424,8654,4378,4276,91895,45795,46100,1092,570,522
C-03_NCT_of_Delhi,C1003,07,000,State - NCT OF DELHI,Total,Widowed,601995,145382,456613,502325,122375,379950,52729,11892,40837,5645,1012,4633,32935,8004,24931,643,172,471,7132,1791,5341,96,19,77
