source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban,Marital | status | 1,Total population | Persons | 2,Males | 3,Females | 4,Religious communities | Hindu | Persons | 5,Males | 6,Females | 7,Muslim | Persons | 8,Males | 9,Females | 10,Christian | Persons | 11,Males | 12,Females | 13,Sikh | Persons | 14,Males | 15,Females | 16,Buddhist | Persons | 17,Males | 18,Females | 19,Jain | Persons | 20,Males | 21,Females | 22,Other religions and persuasions | Persons | 23,Males | 24,Females | 25
C-03_India,C1003,13,000,State - NAGALAND,Urban,Separated,2691,1267,1424,624,504,120,161,119,42,1879,628,1251,7,7,0,13,4,9,1,1,0,2,1,1
C-03_India,C1003,13,000,State - NAGALAND,Urban,Divorced,1793,560,1233,134,46,88,50,13,37,1599,496,1103,0,0,0,6,3,3,0,0,0,1,1,0
C-03_India,C1003,13,000,State - NAGALAND,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,14,000,State - MANIPUR,Total,Total,2855794,1438586,1417208,1181876,596220,585656,239836,120404,119432,1179043,595478,583565,1527,964,563,7084,3654,3430,1692,862,830,233767,115715,118052
C-03_India,C1003,14,000,State - MANIPUR,Total,Never married,1547572,817403,730169,573193,302786,270407,141816,74934,66882,702955,371359,331596,603,350,253,4145,2240,1905,767,416,351,116783,61207,55576
C-03_India,C1003,14,000,State - MANIPUR,Total,Married,1194813,595143,599670,551241,279565,271676,88726,43871,44855,440472,216123,224349,859,577,282,2676,1341,1335,865,436,429,106536,52087,54449
C-03_India,C1003,14,000,State - MANIPUR,Total,Widowed,97460,19470,77990,49832,10409,39423,7843,1288,6555,30070,5684,24386,35,13,22,225,57,168,54,7,47,9217,1989,7228
C-03_India,C1003,14,000,State - MANIPUR,Total,Separated,9703,4807,4896,5151,2746,2405,567,189,378,3240,1557,1683,28,24,4,26,13,13,3,3,0,669,265,404
C-03_India,C1003,14,000,State - MANIPUR,Total,Divorced,6246,1763,4483,2459,714,1745,884,122,762,2306,755,1551,2,0,2,12,3,9,3,0,3,562,167,395
C-03_India,C1003,14,000,State - MANIPUR,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,14,000,State - MANIPUR,Rural,Total,2021640,1026884,994756,644751,331011,313740,156420,78777,77643,1067403,540712,526691,735,513,222,4587,2407,2180,368,197,171,139866,69540,70326
C-03_India,C1003,14,000,State - MANIPUR,Rural,Never married,1126032,598268,527764,315594,169001,146593,92841,49116,43725,638595,338319,300276,290,175,115,2810,1526,1284,247,141,106,70404,36989,33415
C-03_India,C1003,14,000,State - MANIPUR,Rural,Married,823898,411031,412867,300321,154087,146234,57764,28632,29132,397828,195275,202553,406,311,95,1625,829,796,106,54,52,63701,31137,32564
C-03_India,C1003,14,000,State - MANIPUR,Rural,Widowed,61085,12881,48204,24688,5743,18945,4931,840,4091,26148,5069,21079,15,6,9,127,40,87,12,2,10,5075,1170,3905
C-03_India,C1003,14,000,State - MANIPUR,Rural,Separated,6536,3520,3016,2958,1832,1126,338,118,220,2815,1380,1435,24,21,3,16,9,7,0,0,0,371,151,220
C-03_India,C1003,14,000,State - MANIPUR,Rural,Divorced,4089,1184,2905,1190,348,842,546,71,475,2017,669,1348,0,0,0,9,3,6,3,0,3,315,93,222
C-03_India,C1003,14,000,State - MANIPUR,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,14,000,State - MANIPUR,Urban,Total,834154,411702,422452,537125,265209,271916,83416,41627,41789,111640,54766,56874,792,451,341,2497,1247,1250,1324,665,659,93901,46175,47726
C-03_India,C1003,14,000,State - MANIPUR,Urban,Never married,421540,219135,202405,257599,133785,123814,48975,25818,23157,64360,33040,31320,313,175,138,1335,714,621,520,275,245,46379,24218,22161
C-03_India,C1003,14,000,State - MANIPUR,Urban,Married,370915,184112,186803,250920,125478,125442,30962,15239,15723,42644,20848,21796,453,266,187,1051,512,539,759,382,377,42835,20950,21885
C-03_India,C1003,14,000,State - MANIPUR,Urban,Widowed,36375,6589,29786,25144,4666,20478,2912,448,2464,3922,615,3307,20,7,13,98,17,81,42,5,37,4142,819,3323
C-03_India,C1003,14,000,State - MANIPUR,Urban,Separated,3167,1287,1880,2193,914,1279,229,71,158,425,177,248,4,3,1,10,4,6,3,3,0,298,114,184
C-03_India,C1003,14,000,State - MANIPUR,Urban,Divorced,2157,579,1578,1269,366,903,338,51,287,289,86,203,2,0,2,3,0,3,0,0,0,247,74,173
C-03_India,C1003,14,000,State - MANIPUR,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,15,000,State - MIZORAM,Total,Total,1097206,555339,541867,30136,20013,10123,14832,9550,5282,956331,476464,479867,286,216,70,93411,47970,45441,376,208,168,808,402,406
C-03_India,C1003,15,000,State - MIZORAM,Total,Never married,599506,318194,281312,13271,8164,5107,8341,5536,2805,524268,275708,248560,88,50,38,52169,27997,24172,258,150,108,425,221,204
C-03_India,C1003,15,000,State - MIZORAM,Total,Married,431768,217637,214131,15995,11467,4528,6022,3786,2236,370313,182845,187468,192,161,31,38526,19033,19493,105,52,53,317,158,159
C-03_India,C1003,15,000,State - MIZORAM,Total,Widowed,36719,8150,28569,492,127,365,212,56,156,33667,7217,26450,3,3,0,2285,731,1554,6,2,4,32,8,24
C-03_India,C1003,15,000,State - MIZORAM,Total,Separated,11613,4826,6787,229,169,60,163,129,34,11002,4419,6583,3,2,1,197,97,100,2,0,2,11,7,4
C-03_India,C1003,15,000,State - MIZORAM,Total,Divorced,17600,6532,11068,149,86,63,94,43,51,17081,6275,10806,0,0,0,234,112,122,5,4,1,23,8,15
C-03_India,C1003,15,000,State - MIZORAM,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,15,000,State - MIZORAM,Rural,Total,525435,269135,256300,7194,4799,2395,6549,3615,2934,419398,213209,206189,88,62,26,91112,46881,44231,260,140,120,434,222,212
C-03_India,C1003,15,000,State - MIZORAM,Rural,Never married,289853,156210,133643,3445,2085,1360,3786,2165,1621,231199,124267,106932,35,19,16,50709,27307,23402,174,102,72,234,119,115
C-03_India,C1003,15,000,State - MIZORAM,Rural,Married,207899,103941,103958,3504,2583,921,2573,1376,1197,163654,81108,82546,51,42,9,37751,18654,19097,82,36,46,166,85,81
C-03_India,C1003,15,000,State - MIZORAM,Rural,Widowed,16384,4274,12110,118,37,81,99,30,69,13885,3468,10417,1,1,0,2254,727,1527,2,1,1,16,8,8
C-03_India,C1003,15,000,State - MIZORAM,Rural,Separated,5035,2165,2870,67,55,12,48,29,19,4729,1988,2741,1,0,1,183,88,95,1,0,1,5,4,1
C-03_India,C1003,15,000,State - MIZORAM,Rural,Divorced,6264,2545,3719,60,39,21,43,15,28,5931,2378,3553,0,0,0,215,105,110,1,1,0,13,6,7
C-03_India,C1003,15,000,State - MIZORAM,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,15,000,State - MIZORAM,Urban,Total,571771,286204,285567,22942,15214,7728,8283,5935,2348,536933,263255,273678,198,154,44,2299,1089,1210,116,68,48,374,180,194
C-03_India,C1003,15,000,State - MIZORAM,Urban,Never married,309653,161984,147669,9826,6079,3747,4555,3371,1184,293069,151441,141628,53,31,22,1460,690,770,84,48,36,191,102,89
C-03_India,C1003,15,000,State - MIZORAM,Urban,Married,223869,113696,110173,12491,8884,3607,3449,2410,1039,206659,101737,104922,141,119,22,775,379,396,23,16,7,151,73,78
C-03_India,C1003,15,000,State - MIZORAM,Urban,Widowed,20335,3876,16459,374,90,284,113,26,87,19782,3749,16033,2,2,0,31,4,27,4,1,3,16,0,16
C-03_India,C1003,15,000,State - MIZORAM,Urban,Separated,6578,2661,3917,162,114,48,115,100,15,6273,2431,3842,2,2,0,14,9,5,1,0,1,6,3,3
C-03_India,C1003,15,000,State - MIZORAM,Urban,Divorced,11336,3987,7349,89,47,42,51,28,23,11150,3897,7253,0,0,0,19,7,12,4,3,1,10,2,8
C-03_India,C1003,15,000,State - MIZORAM,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,16,000,State - TRIPURA,Total,Total,3673917,1874376,1799541,3063903,1563730,1500173,316042,160930,155112,159882,81480,78402,1070,782,288,125385,63545,61840,860,453,407,1514,791,723
C-03_India,C1003,16,000,State - TRIPURA,Total,Never married,1654782,934172,720610,1343302,762462,580840,162702,91214,71488,82014,44193,37821,359,239,120,62307,33746,28561,383,218,165,687,402,285
C-03_India,C1003,16,000,State - TRIPURA,Total,Married,1801171,905826,895345,1531200,771423,759777,137197,67981,69216,71654,35968,35686,680,534,146,57297,28403,28894,439,229,210,751,374,377
C-03_India,C1003,16,000,State - TRIPURA,Total,Widowed,194023,29054,164969,170532,25460,145072,12822,1319,11503,5256,1046,4210,25,6,19,5031,1157,3874,35,6,29,69,14,55
C-03_India,C1003,16,000,State - TRIPURA,Total,Separated,15984,3675,12309,12920,3036,9884,2014,303,1711,544,172,372,6,3,3,477,156,321,2,0,2,7,1,6
C-03_India,C1003,16,000,State - TRIPURA,Total,Divorced,7957,1649,6308,5949,1349,4600,1307,113,1194,414,101,313,0,0,0,273,83,190,1,0,1,0,0,0
C-03_India,C1003,16,000,State - TRIPURA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,16,000,State - TRIPURA,Rural,Total,2712464,1387173,1325291,2168395,1110363,1058032,269621,137112,132509,152170,77511,74659,733,543,190,116608,59126,57482,421,209,212,1224,630,594
C-03_India,C1003,16,000,State - TRIPURA,Rural,Never married,1261990,708263,553727,982554,554417,428137,140283,78504,61779,78049,42169,35880,260,178,82,58081,31457,26624,199,107,92,567,326,241
C-03_India,C1003,16,000,State - TRIPURA,Rural,Married,1297628,652191,645437,1058393,533348,525045,115592,57150,58442,68113,34053,34060,455,358,97,53141,26352,26789,198,100,98,599,292,307
C-03_India,C1003,16,000,State - TRIPURA,Rural,Widowed,135119,22586,112533,114331,19319,95012,10811,1103,9708,5070,1021,4049,14,5,9,4678,1095,3583,22,2,20,53,11,42
C-03_India,C1003,16,000,State - TRIPURA,Rural,Separated,11437,2793,8644,8706,2215,6491,1739,258,1481,527,167,360,4,2,2,445,146,299,1,0,1,5,1,4
C-03_India,C1003,16,000,State - TRIPURA,Rural,Divorced,6290,1340,4950,4411,1064,3347,1196,97,1099,411,101,310,0,0,0,263,76,187,1,0,1,0,0,0
C-03_India,C1003,16,000,State - TRIPURA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,16,000,State - TRIPURA,Urban,Total,961453,487203,474250,895508,453367,442141,46421,23818,22603,7712,3969,3743,337,239,98,8777,4419,4358,439,244,195,290,161,129
C-03_India,C1003,16,000,State - TRIPURA,Urban,Never married,392792,225909,166883,360748,208045,152703,22419,12710,9709,3965,2024,1941,99,61,38,4226,2289,1937,184,111,73,120,76,44
C-03_India,C1003,16,000,State - TRIPURA,Urban,Married,503543,253635,249908,472807,238075,234732,21605,10831,10774,3541,1915,1626,225,176,49,4156,2051,2105,241,129,112,152,82,70
C-03_India,C1003,16,000,State - TRIPURA,Urban,Widowed,58904,6468,52436,56201,6141,50060,2011,216,1795,186,25,161,11,1,10,353,62,291,13,4,9,16,3,13
C-03_India,C1003,16,000,State - TRIPURA,Urban,Separated,4547,882,3665,4214,821,3393,275,45,230,17,5,12,2,1,1,32,10,22,1,0,1,2,0,2
C-03_India,C1003,16,000,State - TRIPURA,Urban,Divorced,1667,309,1358,1538,285,1253,111,16,95,3,0,3,0,0,0,10,7,3,0,0,0,0,0,0
C-03_India,C1003,16,000,State - TRIPURA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,17,000,State - MEGHALAYA,Total,Total,2966889,1491832,1475057,342078,183622,158456,130399,67827,62572,2213027,1100492,1112535,3045,1640,1405,9864,5144,4720,627,342,285,258271,127983,130288
C-03_India,C1003,17,000,State - MEGHALAYA,Total,Never married,1749728,932373,817355,170370,96858,73512,71187,39877,31310,1335100,703880,631220,1475,819,656,6657,3588,3069,306,168,138,158113,83695,74418
C-03_India,C1003,17,000,State - MEGHALAYA,Total,Married,1069842,530185,539657,153834,83275,70559,54103,27481,26622,773408,376249,397159,1399,797,602,2782,1462,1320,297,166,131,81320,39567,41753
C-03_India,C1003,17,000,State - MEGHALAYA,Total,Widowed,101448,16623,84825,15989,2657,13332,4082,286,3796,70516,11802,58714,158,21,137,353,68,285,16,3,13,10101,1735,8366
C-03_India,C1003,17,000,State - MEGHALAYA,Total,Separated,36582,10379,26203,1469,681,788,778,147,631,27502,7128,20374,10,3,7,48,19,29,6,5,1,6672,2352,4320
C-03_India,C1003,17,000,State - MEGHALAYA,Total,Divorced,9289,2272,7017,416,151,265,249,36,213,6501,1433,5068,3,0,3,24,7,17,2,0,2,2065,634,1431
C-03_India,C1003,17,000,State - MEGHALAYA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,17,000,State - MEGHALAYA,Rural,Total,2371439,1194260,1177179,190258,100081,90177,115041,58804,56237,1817419,911129,906290,613,376,237,6547,3397,3150,273,157,116,232659,116026,116633
C-03_India,C1003,17,000,State - MEGHALAYA,Rural,Never married,1409921,753342,656579,98051,54823,43228,63285,35048,28237,1094666,581625,513041,284,164,120,4817,2564,2253,160,89,71,142734,75875,66859
C-03_India,C1003,17,000,State - MEGHALAYA,Rural,Married,848178,416624,431554,81572,43051,38521,47141,23395,23746,641645,312321,329324,312,209,103,1514,784,730,99,62,37,73494,35760,37734
C-03_India,C1003,17,000,State - MEGHALAYA,Rural,Widowed,76637,13826,62811,9631,1791,7840,3692,234,3458,54344,10074,44270,12,3,9,169,34,135,7,1,6,8583,1641,6942
C-03_India,C1003,17,000,State - MEGHALAYA,Rural,Separated,28714,8471,20243,733,323,410,692,103,589,21259,5855,15404,4,0,4,33,11,22,6,5,1,5907,2136,3771
C-03_India,C1003,17,000,State - MEGHALAYA,Rural,Divorced,7989,1997,5992,271,93,178,231,24,207,5505,1254,4251,1,0,1,14,4,10,1,0,1,1941,614,1327
C-03_India,C1003,17,000,State - MEGHALAYA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,17,000,State - MEGHALAYA,Urban,Total,595450,297572,297878,151820,83541,68279,15358,9023,6335,395608,189363,206245,2432,1264,1168,3317,1747,1570,354,185,169,25612,11957,13655
C-03_India,C1003,17,000,State - MEGHALAYA,Urban,Never married,339807,179031,160776,72319,42035,30284,7902,4829,3073,240434,122255,118179,1191,655,536,1840,1024,816,146,79,67,15379,7820,7559
C-03_India,C1003,17,000,State - MEGHALAYA,Urban,Married,221664,113561,108103,72262,40224,32038,6962,4086,2876,131763,63928,67835,1087,588,499,1268,678,590,198,104,94,7826,3807,4019
C-03_India,C1003,17,000,State - MEGHALAYA,Urban,Widowed,24811,2797,22014,6358,866,5492,390,52,338,16172,1728,14444,146,18,128,184,34,150,9,2,7,1518,94,1424
C-03_India,C1003,17,000,State - MEGHALAYA,Urban,Separated,7868,1908,5960,736,358,378,86,44,42,6243,1273,4970,6,3,3,15,8,7,0,0,0,765,216,549
C-03_India,C1003,17,000,State - MEGHALAYA,Urban,Divorced,1300,275,1025,145,58,87,18,12,6,996,179,817,2,0,2,10,3,7,1,0,1,124,20,104
C-03_India,C1003,17,000,State - MEGHALAYA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,18,000,State - ASSAM,Total,Total,31205576,15939443,15266133,19180759,9796805,9383954,10679345,5463393,5215952,1165867,587196,578671,20672,11815,8857,54993,28089,26904,25949,13543,12406,27118,13699,13419
C-03_India,C1003,18,000,State - ASSAM,Total,Never married,15868475,8820415,7048060,9340595,5196324,4144271,5802121,3236863,2565258,632738,335055,297683,8504,5058,3446,27604,15252,12352,10562,6069,4493,13741,7490,6251
C-03_India,C1003,18,000,State - ASSAM,Total,Married,13807668,6834718,6972950,8800328,4376216,4424112,4449497,2183916,2265581,479439,236585,242854,11104,6535,4569,24374,12068,12306,14392,7265,7127,12177,5928,6249
C-03_India,C1003,18,000,State - ASSAM,Total,Widowed,1409905,253863,1156042,977087,202903,774184,375227,34991,340236,50016,14323,35693,976,185,791,2768,683,2085,934,171,763,1144,258,886
C-03_India,C1003,18,000,State - ASSAM,Total,Separated,62030,18671,43359,35793,13795,21998,23848,3977,19871,2045,752,1293,47,23,24,139,48,91,42,33,9,29,12,17
C-03_India,C1003,18,000,State - ASSAM,Total,Divorced,57498,11776,45722,26956,7567,19389,28652,3646,25006,1629,481,1148,41,14,27,108,38,70,19,5,14,27,11,16
C-03_India,C1003,18,000,State - ASSAM,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,18,000,State - ASSAM,Rural,Total,26807034,13678989,13128045,15699871,8006062,7693809,9877218,5052341,4824877,1102715,555891,546824,8242,5021,3221,47732,24332,23400,2858,1520,1338,25543,12897,12646
C-03_India,C1003,18,000,State - ASSAM,Rural,Never married,13828784,7665773,6163011,7763002,4300168,3462834,5397772,3009603,2388169,598436,317337,281099,3360,2024,1336,24229,13326,10903,1407,794,613,12882,7021,5861
C-03_India,C1003,18,000,State - ASSAM,Rural,Married,11681533,5764465,5917068,7087811,3511630,3576181,4088795,2004712,2084083,453239,223551,229688,4487,2909,1578,20866,10299,10567,1312,681,631,11525,5609,5916
C-03_India,C1003,18,000,State - ASSAM,Rural,Widowed,1196150,225051,971099,800206,178415,621791,342793,31475,311318,47626,13856,33770,362,75,287,2422,634,1788,117,28,89,1089,250,839
C-03_India,C1003,18,000,State - ASSAM,Rural,Separated,49869,13328,36541,26408,9334,17074,21346,3206,18140,1873,692,1181,18,9,9,116,40,76,18,17,1,24,9,15
C-03_India,C1003,18,000,State - ASSAM,Rural,Divorced,50698,10372,40326,22444,6515,15929,26512,3345,23167,1541,455,1086,15,4,11,99,33,66,4,0,4,23,8,15
C-03_India,C1003,18,000,State - ASSAM,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,18,000,State - ASSAM,Urban,Total,4398542,2260454,2138088,3480888,1790743,1690145,802127,411052,391075,63152,31305,31847,12430,6794,5636,7261,3757,3504,23091,12023,11068,1575,802,773
C-03_India,C1003,18,000,State - ASSAM,Urban,Never married,2039691,1154642,885049,1577593,896156,681437,404349,227260,177089,34302,17718,16584,5144,3034,2110,3375,1926,1449,9155,5275,3880,859,469,390
C-03_India,C1003,18,000,State - ASSAM,Urban,Married,2126135,1070253,1055882,1712517,864586,847931,360702,179204,181498,26200,13034,13166,6617,3626,2991,3508,1769,1739,13080,6584,6496,652,319,333
C-03_India,C1003,18,000,State - ASSAM,Urban,Widowed,213755,28812,184943,176881,24488,152393,32434,3516,28918,2390,467,1923,614,110,504,346,49,297,817,143,674,55,8,47
C-03_India,C1003,18,000,State - ASSAM,Urban,Separated,12161,5343,6818,9385,4461,4924,2502,771,1731,172,60,112,29,14,15,23,8,15,24,16,8,5,3,2
C-03_India,C1003,18,000,State - ASSAM,Urban,Divorced,6800,1404,5396,4512,1052,3460,2140,301,1839,88,26,62,26,10,16,9,5,4,15,5,10,4,3,1
C-03_India,C1003,18,000,State - ASSAM,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,19,000,State - WEST BENGAL,Total,Total,91276115,46809027,44467088,64385546,33046557,31338989,24654825,12640092,12014733,658618,325986,332632,63523,34168,29355,282898,141388,141510,60141,30718,29423,942297,469865,472432
C-03_India,C1003,19,000,State - WEST BENGAL,Total,Never married,39945035,22930879,17014156,26564449,15467797,11096652,12338126,6885632,5452494,312328,165860,146468,26056,15472,10584,129906,70473,59433,23120,13089,10031,427479,238166,189313
C-03_India,C1003,19,000,State - WEST BENGAL,Total,Married,46394483,23084775,23309708,33990699,16944721,17045978,11356602,5625157,5731445,304458,150701,153757,33877,17823,16054,134995,65764,69231,34019,16905,17114,446407,220087,226320
C-03_India,C1003,19,000,State - WEST BENGAL,Total,Widowed,4459606,667422,3792184,3487936,536034,2951902,841987,106613,735374,36712,7699,29013,3227,708,2519,15012,3829,11183,2857,666,2191,61585,9957,51628
C-03_India,C1003,19,000,State - WEST BENGAL,Total,Separated,314506,89210,225296,237823,71456,166367,66673,14314,52359,3435,1146,2289,279,137,142,2178,938,1240,92,40,52,3398,940,2458
C-03_India,C1003,19,000,State - WEST BENGAL,Total,Divorced,162485,36741,125744,104639,26549,78090,51437,8376,43061,1685,580,1105,84,28,56,807,384,423,53,18,35,3428,715,2713
C-03_India,C1003,19,000,State - WEST BENGAL,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,19,000,State - WEST BENGAL,Rural,Total,62183113,31844945,30338168,41331600,21209432,20122168,19146627,9784832,9361795,490624,243900,246724,9600,5261,4339,184759,92502,92257,10963,5780,5183,918374,457713,460661
C-03_India,C1003,19,000,State - WEST BENGAL,Rural,Never married,27647792,15838382,11809410,17362527,10112251,7250276,9487411,5287536,4199875,237424,126232,111192,3844,2291,1553,84719,45880,38839,4792,2832,1960,416218,231911,184307
C-03_India,C1003,19,000,State - WEST BENGAL,Rural,Married,31322811,15515630,15807181,21606283,10721226,10885057,8924161,4405425,4518736,222965,110453,112512,5235,2887,2348,88561,43002,45559,5649,2853,2796,435280,214520,220760
C-03_India,C1003,19,000,State - WEST BENGAL,Rural,Widowed,2906013,417553,2488460,2158363,321560,1836803,645732,76778,568954,26657,5991,20666,467,68,399,9428,2673,6755,497,92,405,60256,9689,50567
C-03_India,C1003,19,000,State - WEST BENGAL,Rural,Separated,190725,48863,141862,135153,37706,97447,48049,8658,39391,2420,837,1583,40,14,26,1519,673,846,21,3,18,3273,899,2374
C-03_India,C1003,19,000,State - WEST BENGAL,Rural,Divorced,115772,24517,91255,69274,16689,52585,41274,6435,34839,1158,387,771,14,1,13,532,274,258,4,0,4,3347,694,2653
C-03_India,C1003,19,000,State - WEST BENGAL,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C1003,19,000,State - WEST BENGAL,Urban,Total,29093002,14964082,14128920,23053946,11837125,11216821,5508198,2855260,2652938,167994,82086,85908,53923,28907,25016,98139,48886,49253,49178,24938,24240,23923,12152,11771
C-03_India,C1003,19,000,State - WEST BENGAL,Urban,Never married,12297243,7092497,5204746,9201922,5355546,3846376,2850715,1598096,1252619,74904,39628,35276,22212,13181,9031,45187,24593,20594,18328,10257,8071,11261,6255,5006
C-03_India,C1003,19,000,State - WEST BENGAL,Urban,Married,15071672,7569145,7502527,12384416,6223495,6160921,2432441,1219732,1212709,81493,40248,41245,28642,14936,13706,46434,22762,23672,28370,14052,14318,11127,5567,5560
C-03_India,C1003,19,000,State - WEST BENGAL,Urban,Widowed,1553593,249869,1303724,1329573,214474,1115099,196255,29835,166420,10055,1708,8347,2760,640,2120,5584,1156,4428,2360,574,1786,1329,268,1061
