state_name,age_bracket,state_code,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male
Daman & Diu,age_14_17,25,22.449,2.2422,22.9615,4.7124,17.5159,3.196,17.3333,3.4483,27.9986,6.6211,18.8187,3.4133,10.0935,2.6331,16.8843,3.621,17.8768,4.6083,18.7976,3.4212,19.5416,4.0931,18.2074,3.5341
Daman & Diu,age_18_21,25,56.6327,43.0493,55.0247,40.3991,65.2866,34.4828,48.0,34.0517,52.1574,46.0457,51.0674,33.1354,59.0532,26.7419,57.9659,38.0471,55.271,29.3834,50.4799,33.0726,57.3888,39.2215,54.4796,33.0069
Daman & Diu,age_below10,25,2.0408,0.8969,1.1056,1.3248,1.9108,1.2616,2.6667,0.8621,1.9742,1.1561,1.7513,1.3108,1.2287,1.3975,1.352,1.125,1.4767,1.163,1.7319,1.3148,1.3732,1.4045,1.5304,1.299
Dadra & Nagar Haveli,age_10_13,26,1.2251,0.1151,2.1189,0.2454,1.6513,0.2215,0.2778,0.0,1.7113,0.3996,1.3885,0.3089,0.614,0.2182,1.294,0.4419,1.4101,0.484,1.3035,0.3439,1.3904,0.364,1.3495,0.3164
Dadra & Nagar Haveli,age_14_17,26,19.6401,4.9099,24.5046,5.7416,20.7695,5.4564,20.0,3.3219,24.8616,6.3364,18.0561,3.5427,10.5207,1.9992,18.8354,3.4248,19.5379,6.3504,15.5943,2.9977,22.7926,5.0279,19.7474,3.8001
Dadra & Nagar Haveli,age_18_21,26,59.5712,59.2252,55.8564,54.5577,60.2315,55.5134,49.1667,41.8099,55.7152,54.1143,54.2204,41.2093,59.0313,32.8917,58.3465,45.8755,53.928,40.0581,48.5958,36.7733,55.0802,50.2455,54.4764,41.7222
Dadra & Nagar Haveli,age_below10,26,3.7136,2.1097,2.4917,1.7298,2.9452,1.4179,1.6667,1.1455,3.4654,1.6082,2.7943,1.5211,2.327,1.4497,2.5593,1.4822,3.0595,1.6457,2.4529,1.528,2.8283,1.4982,3.0842,1.6058
Maharashtra,age_10_13,27,2.4675,0.4046,2.9761,0.5317,2.3289,0.3553,2.8435,0.5313,4.667,0.8712,2.3613,0.3932,0.7364,0.3102,1.2296,0.3767,2.7281,0.8564,2.1877,0.4022,2.1788,0.4843,2.564,0.4613
Maharashtra,age_14_17,27,27.3922,2.5446,27.5165,3.2784,27.5719,2.0869,22.0687,2.2896,34.0277,5.2245,24.306,1.9131,10.5218,1.1542,18.6571,1.8498,21.4461,5.01,15.643,1.5902,24.2142,2.7349,22.6443,2.3535
Maharashtra,age_18_21,27,56.3965,37.2476,53.5764,37.3831,57.0235,34.7171,52.5021,26.1005,47.2967,41.1643,52.2733,27.6239,55.9519,20.5722,56.9645,28.0306,48.3344,26.3645,39.8472,20.8344,55.1611,33.9922,50.3294,27.6308
Maharashtra,age_below10,27,3.3955,1.9708,2.6846,1.8709,3.2333,2.0294,2.7603,2.4316,3.2946,1.9322,3.1253,2.2952,2.1495,2.4696,2.2743,2.1346,2.6281,2.014,2.6141,2.5336,2.4339,1.9989,2.8555,2.2591
Andhra Pradesh,age_10_13,28,6.1564,0.4339,6.1109,0.6141,6.7624,0.6095,6.4688,0.6188,8.3935,0.8884,6.0305,0.4339,1.3036,0.2836,2.783,0.3167,5.7768,1.3777,5.0167,0.3414,4.3358,0.3696,5.8925,0.5514
Andhra Pradesh,age_14_17,28,36.7492,3.9619,37.9733,4.5722,33.8569,4.0573,32.0405,3.1288,36.6991,5.7538,34.0007,3.173,21.079,1.789,31.8932,2.7149,29.8216,6.7908,27.4419,2.2157,34.7786,3.2593,31.9571,3.6357
Andhra Pradesh,age_18_21,28,44.1678,42.2345,42.0997,41.7439,43.9869,38.3547,44.0395,33.2927,39.9315,42.775,43.0455,34.1618,51.4901,26.056,45.7319,33.9607,41.7104,31.9693,39.138,26.6602,45.649,37.9743,42.5189,34.1243
Andhra Pradesh,age_below10,28,3.338,1.8639,2.9302,1.8391,3.8611,2.045,4.2414,2.2534,3.6958,1.9462,3.3822,2.0661,2.2496,2.1814,2.4906,1.9782,3.0825,1.9712,2.9084,2.2055,2.6219,1.8922,3.227,2.059
Karnataka,age_10_13,29,3.0983,0.241,2.723,0.2157,2.6486,0.1723,1.8995,0.2483,4.1009,0.3063,2.5719,0.1739,0.6162,0.1402,1.5009,0.1574,2.5668,0.3436,2.0781,0.1519,2.2731,0.1905,2.5768,0.1992
Karnataka,age_14_17,29,22.3456,1.3183,20.4619,1.1609,21.059,0.8739,15.585,0.9577,24.4899,1.7304,19.1829,0.8301,11.1449,0.5198,19.2773,0.7741,18.4984,1.8981,15.2938,0.655,20.3124,1.0154,18.9278,0.9776
Karnataka,age_18_21,29,57.1682,25.6994,54.3083,22.5953,56.7642,20.8421,48.3961,18.9591,52.9818,27.3382,51.7229,17.9945,51.6409,12.6166,51.6271,17.439,49.3179,19.0433,43.5487,14.0102,53.2991,20.8352,50.8197,18.443
Karnataka,age_below10,29,3.5644,1.6318,3.0789,1.5647,3.2941,1.5211,2.9835,1.7897,3.4677,1.5796,3.1325,1.6322,2.3659,1.6749,2.7842,1.5451,2.9766,1.4592,2.6152,1.691,2.9506,1.5966,3.09,1.6236
Goa,age_10_13,30,1.7128,0.3079,1.3279,0.3169,1.0589,0.284,0.9653,0.4773,3.5619,0.6848,1.1475,0.3351,0.2992,0.2846,0.4804,0.3281,1.2865,0.3324,1.1343,0.3343,1.0744,0.3689,1.284,0.3407
Goa,age_14_17,30,10.2198,0.7504,11.0314,1.2379,9.8732,0.9528,9.2146,0.8591,18.1355,2.8158,6.4351,0.7879,2.1074,0.4327,4.7288,0.7785,8.0965,1.1919,5.8551,0.7793,9.5621,1.2259,7.7827,0.9018
Goa,age_18_21,30,38.8524,11.8722,38.9863,13.8686,34.5265,12.1942,27.6876,8.4473,41.6934,20.6216,22.5385,8.2819,22.5034,5.2392,27.9323,8.2763,30.8242,8.9895,20.5084,8.0185,36.0693,12.7283,29.3252,8.8044
Goa,age_below10,30,2.4265,1.3662,2.1591,1.3534,2.4907,1.5208,2.3695,1.384,2.7813,1.4171,2.102,1.3201,1.8233,1.1979,1.9128,1.319,2.2478,1.0893,2.0428,1.3082,2.2197,1.3908,2.253,1.2902
Lakshadweep,age_10_13,31,,,3.6916,0.0449,,,0.0,0.0,4.7768,0.3822,0.7828,0.0126,0.4346,0.0457,0.502,0.0314,2.4297,0.1226,0.7979,0.0127,2.374,0.0831,2.2019,0.0619
Lakshadweep,age_14_17,31,,,28.2302,1.7969,,,31.0345,0.0,30.8926,3.5669,9.7847,0.4291,6.2093,0.2972,13.3575,0.3768,21.4591,1.7161,9.375,0.4324,26.1936,1.1908,20.0651,0.9036
Lakshadweep,age_18_21,31,,,49.6924,23.7646,,,27.5862,20.0,46.2343,24.4586,34.1161,10.7283,45.5449,7.0645,52.3146,10.8634,49.1539,18.6565,34.242,10.6575,49.0108,16.9759,47.6685,13.3688
Lakshadweep,age_below10,31,,,1.5925,0.9434,,,0.0,1.6667,1.7085,0.8917,1.3046,0.8078,0.7451,0.7545,1.1712,0.7849,1.4881,0.7845,1.3298,0.8012,1.7937,0.72,1.4569,0.7551
Kerala,age_10_13,32,1.0141,0.0293,2.5588,0.0437,0.7835,0.0172,0.6149,0.0313,3.4297,0.0965,0.4807,0.0238,0.1306,0.0217,0.461,0.0263,1.2164,0.0563,0.3637,0.0236,1.7263,0.0322,1.0428,0.0312
Kerala,age_14_17,32,16.9856,0.3226,26.0068,0.631,11.8136,0.2194,11.0068,0.1581,28.5387,1.0681,8.9078,0.1697,7.9098,0.0977,17.1758,0.1856,16.96,0.6849,7.216,0.1478,22.7273,0.365,15.1476,0.279
Kerala,age_18_21,32,48.5895,10.5467,45.6101,13.9528,42.8981,7.3527,43.3557,5.4703,44.2529,15.9986,37.4312,6.2144,45.1852,2.9885,46.8811,6.1582,44.4609,8.5709,34.9018,5.6296,45.9436,10.3125,43.2633,6.8671
Kerala,age_below10,32,1.41,0.7723,1.5443,0.6975,1.2664,0.6611,1.2265,0.7746,1.7357,0.679,1.1844,0.7299,1.2487,0.724,1.4251,0.7543,1.5063,0.6564,1.1378,0.7302,1.4449,0.7407,1.4364,0.725
Tamil Nadu,age_10_13,33,1.6656,0.0712,1.5964,0.0808,1.4707,0.0618,1.1738,0.0696,2.5195,0.1299,1.4212,0.0635,0.2552,0.0568,0.7703,0.0656,1.2906,0.1519,1.1827,0.061,1.2284,0.0691,1.358,0.0776
Tamil Nadu,age_14_17,33,24.2034,1.1849,21.9789,1.1832,22.7913,0.8699,18.3171,0.7614,26.5222,1.9441,20.5669,0.7229,9.9907,0.3413,18.0806,0.6646,17.0955,1.6561,16.1159,0.5325,20.3918,0.8922,18.6569,0.8539
Tamil Nadu,age_18_21,33,53.6887,23.4641,51.7987,22.202,53.4936,18.8563,51.2143,16.4749,50.3542,27.3428,49.2943,15.7466,47.7716,9.5593,51.33,15.7776,46.7789,16.5415,42.4109,12.4112,51.8652,19.6446,48.0836,16.2209
Tamil Nadu,age_below10,33,1.4221,1.1343,1.2878,1.119,1.3865,1.1091,1.4735,1.3005,1.4039,1.033,1.4258,1.3061,1.2649,1.3806,1.3187,1.2996,1.3667,1.0553,1.4377,1.4095,1.2969,1.1989,1.3925,1.2723
Puducherry,age_10_13,34,2.3485,0.1068,2.995,0.1612,1.7791,0.0488,1.7878,0.0655,4.0391,0.2653,1.4125,0.0783,0.2987,0.058,0.7775,0.0913,1.7377,0.2345,1.1224,0.0757,1.7348,0.1182,1.6926,0.1059
Puducherry,age_14_17,34,23.3372,0.8749,26.8942,1.2131,16.4566,0.476,19.5512,0.4912,28.2353,2.0525,15.9774,0.4601,8.4224,0.2826,17.4379,0.5852,17.414,1.6498,13.7249,0.4013,22.6166,0.863,17.2776,0.6616
Puducherry,age_18_21,34,50.601,17.7735,46.7016,19.4395,45.1446,9.6656,46.4055,11.1984,46.6036,23.1825,39.3647,10.2093,44.955,7.4224,47.9038,12.3254,44.1742,14.8937,35.7348,9.1645,47.7379,16.3839,43.359,11.2009
Puducherry,age_below10,34,0.8691,0.9369,1.0633,0.8983,1.0378,1.1716,0.7227,0.9496,1.0443,0.8988,0.9592,0.9908,0.9612,0.9918,0.9933,0.9318,1.0594,0.7961,0.9936,0.9918,0.9162,0.9501,1.0397,0.9646
Andaman & Nicobar Islands,age_10_13,35,4.4068,0.225,6.6027,0.3009,4.7592,0.1562,2.2727,0.1404,7.001,0.3233,2.7124,0.1616,0.4619,0.2052,1.4245,0.167,3.5479,0.4663,2.4712,0.1609,3.8736,0.1719,3.3567,0.2042
Andaman & Nicobar Islands,age_14_17,35,36.2712,2.1372,35.7802,2.1063,28.6124,1.4283,15.9091,1.264,32.2194,2.6848,18.3156,1.2941,9.2899,0.8283,21.9768,1.1827,24.3381,2.3982,16.9347,1.2559,32.6666,1.965,23.1428,1.4632
Andaman & Nicobar Islands,age_18_21,35,42.0339,20.135,40.8213,24.1725,42.4312,22.071,36.9318,16.7135,39.3928,23.032,33.3118,16.4928,44.9169,12.1898,49.1392,16.526,44.178,19.094,32.0947,15.6865,44.5997,22.5928,42.1119,17.1025
Andaman & Nicobar Islands,age_below10,35,1.0169,0.4499,1.0205,0.2898,1.0894,0.3347,0.8523,0.1404,1.7316,0.5412,0.8379,0.5779,0.708,0.6492,0.7788,0.5288,1.1027,0.2665,0.8073,0.6166,0.979,0.4962,1.0573,0.5379
